YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION (Megawatthours)"
2019,1,MA,"Electric Generators, Electric Utilities",Wind,"5,171"
2019,2,MA,Total Electric Power Industry,Total,"2,116,702"
2019,2,MA,Total Electric Power Industry,Coal,0
2019,2,MA,Total Electric Power Industry,Pumped Storage,"-29,180"
2019,2,MA,Total Electric Power Industry,Hydroelectric Conventional,"92,307"
2019,2,MA,Total Electric Power Industry,Natural Gas,"1,368,178"
2019,2,MA,Total Electric Power Industry,Nuclear,"455,294"
2019,2,MA,Total Electric Power Industry,Other,"68,150"
2019,2,MA,Total Electric Power Industry,Petroleum,"2,559"
2019,2,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"62,205"
2019,2,MA,Total Electric Power Industry,Other Biomass,"69,298"
2019,2,MA,Total Electric Power Industry,Wind,"17,479"
2019,2,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"10,411"
2019,2,MA,"Combined Heat and Power, Industrial Power",Total,"22,106"
2019,2,MA,"Combined Heat and Power, Industrial Power",Coal,0
2019,2,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"21,499"
2019,2,MA,"Combined Heat and Power, Industrial Power",Other,0
2019,2,MA,"Combined Heat and Power, Industrial Power",Petroleum,99
2019,2,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,298
2019,2,MA,"Combined Heat and Power, Industrial Power",Wind,211
2019,2,MA,"Combined Heat and Power, Commercial Power",Total,"56,683"
2019,2,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,588
2019,2,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"50,427"
2019,2,MA,"Combined Heat and Power, Commercial Power",Petroleum,605
2019,2,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,403
2019,2,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"2,205"
2019,2,MA,"Combined Heat and Power, Commercial Power",Wind,"2,454"
2019,2,MA,"Combined Heat and Power, Electric Power",Total,"158,971"
2019,2,MA,"Combined Heat and Power, Electric Power",Natural Gas,"158,968"
2019,2,MA,"Combined Heat and Power, Electric Power",Petroleum,2
2019,2,MA,"Electric Generators, Independent Power Producers",Total,"1,845,129"
2019,2,MA,"Electric Generators, Independent Power Producers",Coal,0
2019,2,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-29,180"
2019,2,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"68,621"
2019,2,MA,"Electric Generators, Independent Power Producers",Natural Gas,"1,137,226"
2019,2,MA,"Electric Generators, Independent Power Producers",Nuclear,"455,294"
2019,2,MA,"Electric Generators, Independent Power Producers",Other,"68,150"
2019,2,MA,"Electric Generators, Independent Power Producers",Petroleum,868
2019,2,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"56,241"
2019,2,MA,"Electric Generators, Independent Power Producers",Other Biomass,"67,093"
2019,2,MA,"Electric Generators, Independent Power Producers",Wind,"10,405"
2019,2,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"10,411"
2019,2,MA,"Electric Generators, Electric Utilities",Total,"33,813"
2019,2,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"23,098"
2019,2,MA,"Electric Generators, Electric Utilities",Natural Gas,58
2019,2,MA,"Electric Generators, Electric Utilities",Other,0
2019,2,MA,"Electric Generators, Electric Utilities",Petroleum,985
2019,2,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"5,263"
2019,2,MA,"Electric Generators, Electric Utilities",Wind,"4,409"
2019,3,MA,Total Electric Power Industry,Total,"2,190,484"
2019,3,MA,Total Electric Power Industry,Coal,0
2019,3,MA,Total Electric Power Industry,Pumped Storage,"-44,518"
2019,3,MA,Total Electric Power Industry,Hydroelectric Conventional,"104,180"
2019,3,MA,Total Electric Power Industry,Natural Gas,"1,345,562"
2019,3,MA,Total Electric Power Industry,Nuclear,"492,267"
2019,3,MA,Total Electric Power Industry,Other,"79,650"
2019,3,MA,Total Electric Power Industry,Petroleum,"2,802"
2019,3,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"101,637"
2019,3,MA,Total Electric Power Industry,Other Biomass,"79,770"
2019,3,MA,Total Electric Power Industry,Wind,"20,012"
2019,3,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"9,123"
2019,3,MA,"Combined Heat and Power, Industrial Power",Total,"23,708"
2019,3,MA,"Combined Heat and Power, Industrial Power",Coal,0
2019,3,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"23,060"
2019,3,MA,"Combined Heat and Power, Industrial Power",Other,0
2019,3,MA,"Combined Heat and Power, Industrial Power",Petroleum,5
2019,3,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,451
2019,3,MA,"Combined Heat and Power, Industrial Power",Wind,192
2019,3,MA,"Combined Heat and Power, Commercial Power",Total,"54,258"
2019,3,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,636
2019,3,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"46,770"
2019,3,MA,"Combined Heat and Power, Commercial Power",Petroleum,"1,044"
2019,3,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,636
2019,3,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"2,355"
2019,3,MA,"Combined Heat and Power, Commercial Power",Wind,"2,819"
2019,3,MA,"Combined Heat and Power, Electric Power",Total,"181,418"
2019,3,MA,"Combined Heat and Power, Electric Power",Natural Gas,"181,394"
2019,3,MA,"Combined Heat and Power, Electric Power",Petroleum,24
2019,3,MA,"Electric Generators, Independent Power Producers",Total,"1,887,991"
2019,3,MA,"Electric Generators, Independent Power Producers",Coal,0
2019,3,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-44,518"
2019,3,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"77,458"
2019,3,MA,"Electric Generators, Independent Power Producers",Natural Gas,"1,091,813"
2019,3,MA,"Electric Generators, Independent Power Producers",Nuclear,"492,267"
2019,3,MA,"Electric Generators, Independent Power Producers",Other,"79,650"
2019,3,MA,"Electric Generators, Independent Power Producers",Petroleum,595
2019,3,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"92,409"
2019,3,MA,"Electric Generators, Independent Power Producers",Other Biomass,"77,416"
2019,3,MA,"Electric Generators, Independent Power Producers",Wind,"11,778"
2019,3,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"9,123"
2019,3,MA,"Electric Generators, Electric Utilities",Total,"43,109"
2019,3,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"26,086"
2019,3,MA,"Electric Generators, Electric Utilities",Natural Gas,"2,524"
2019,3,MA,"Electric Generators, Electric Utilities",Other,0
2019,3,MA,"Electric Generators, Electric Utilities",Petroleum,"1,134"
2019,3,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"8,142"
2019,3,MA,"Electric Generators, Electric Utilities",Wind,"5,223"
2019,4,MA,Total Electric Power Industry,Total,"1,819,778"
2019,4,MA,Total Electric Power Industry,Coal,0
2019,4,MA,Total Electric Power Industry,Pumped Storage,"-38,606"
2019,4,MA,Total Electric Power Industry,Hydroelectric Conventional,"92,797"
2019,4,MA,Total Electric Power Industry,Natural Gas,"990,945"
2019,4,MA,Total Electric Power Industry,Nuclear,"476,826"
2019,4,MA,Total Electric Power Industry,Other,"75,722"
2019,4,MA,Total Electric Power Industry,Petroleum,"2,719"
2019,4,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"110,762"
2019,4,MA,Total Electric Power Industry,Other Biomass,"75,905"
2019,4,MA,Total Electric Power Industry,Wind,"24,662"
2019,4,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"8,048"
2019,4,MA,"Combined Heat and Power, Industrial Power",Total,"20,885"
2019,4,MA,"Combined Heat and Power, Industrial Power",Coal,0
2019,4,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"19,963"
2019,4,MA,"Combined Heat and Power, Industrial Power",Other,0
2019,4,MA,"Combined Heat and Power, Industrial Power",Petroleum,2
2019,4,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,515
2019,4,MA,"Combined Heat and Power, Industrial Power",Wind,406
2019,4,MA,"Combined Heat and Power, Commercial Power",Total,"44,703"
2019,4,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,562
2019,4,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"37,317"
2019,4,MA,"Combined Heat and Power, Commercial Power",Petroleum,972
2019,4,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,709
2019,4,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"2,603"
2019,4,MA,"Combined Heat and Power, Commercial Power",Wind,"2,540"
2019,4,MA,"Combined Heat and Power, Electric Power",Total,"178,921"
2019,4,MA,"Combined Heat and Power, Electric Power",Natural Gas,"178,919"
2019,4,MA,"Combined Heat and Power, Electric Power",Petroleum,2
2019,4,MA,"Electric Generators, Independent Power Producers",Total,"1,531,154"
2019,4,MA,"Electric Generators, Independent Power Producers",Coal,0
2019,4,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-38,606"
2019,4,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"69,173"
2019,4,MA,"Electric Generators, Independent Power Producers",Natural Gas,"749,755"
2019,4,MA,"Electric Generators, Independent Power Producers",Nuclear,"476,826"
2019,4,MA,"Electric Generators, Independent Power Producers",Other,"75,722"
2019,4,MA,"Electric Generators, Independent Power Producers",Petroleum,934
2019,4,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"100,436"
2019,4,MA,"Electric Generators, Independent Power Producers",Other Biomass,"73,302"
2019,4,MA,"Electric Generators, Independent Power Producers",Wind,"15,566"
2019,4,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"8,048"
2019,4,MA,"Electric Generators, Electric Utilities",Total,"44,114"
2019,4,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"23,062"
2019,4,MA,"Electric Generators, Electric Utilities",Natural Gas,"4,991"
2019,4,MA,"Electric Generators, Electric Utilities",Other,0
2019,4,MA,"Electric Generators, Electric Utilities",Petroleum,809
2019,4,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"9,102"
2019,4,MA,"Electric Generators, Electric Utilities",Wind,"6,150"
2019,5,MA,Total Electric Power Industry,Total,"1,530,286"
2019,5,MA,Total Electric Power Industry,Coal,0
2019,5,MA,Total Electric Power Industry,Pumped Storage,"-27,528"
2019,5,MA,Total Electric Power Industry,Hydroelectric Conventional,"97,732"
2019,5,MA,Total Electric Power Industry,Natural Gas,"867,725"
2019,5,MA,Total Electric Power Industry,Nuclear,"302,379"
2019,5,MA,Total Electric Power Industry,Other,"68,163"
2019,5,MA,Total Electric Power Industry,Petroleum,"2,798"
2019,5,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"119,346"
2019,5,MA,Total Electric Power Industry,Other Biomass,"70,213"
2019,5,MA,Total Electric Power Industry,Wind,"18,163"
2019,5,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"11,294"
2019,5,MA,"Combined Heat and Power, Industrial Power",Total,"23,261"
2019,5,MA,"Combined Heat and Power, Industrial Power",Coal,0
2019,5,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"22,441"
2019,5,MA,"Combined Heat and Power, Industrial Power",Other,0
2019,5,MA,"Combined Heat and Power, Industrial Power",Petroleum,0
2019,5,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,554
2019,5,MA,"Combined Heat and Power, Industrial Power",Wind,267
2019,5,MA,"Combined Heat and Power, Commercial Power",Total,"50,482"
2019,5,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,580
2019,5,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"44,571"
2019,5,MA,"Combined Heat and Power, Commercial Power",Petroleum,939
2019,5,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,759
2019,5,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"2,071"
2019,5,MA,"Combined Heat and Power, Commercial Power",Wind,"1,563"
2019,5,MA,"Combined Heat and Power, Electric Power",Total,"106,293"
2019,5,MA,"Combined Heat and Power, Electric Power",Natural Gas,"106,293"
2019,5,MA,"Combined Heat and Power, Electric Power",Petroleum,0
2019,5,MA,"Electric Generators, Independent Power Producers",Total,"1,308,940"
2019,5,MA,"Electric Generators, Independent Power Producers",Coal,0
2019,5,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-27,528"
2019,5,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"73,564"
2019,5,MA,"Electric Generators, Independent Power Producers",Natural Gas,"691,626"
2019,5,MA,"Electric Generators, Independent Power Producers",Nuclear,"302,379"
2019,5,MA,"Electric Generators, Independent Power Producers",Other,"68,163"
2019,5,MA,"Electric Generators, Independent Power Producers",Petroleum,"1,187"
2019,5,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"108,529"
2019,5,MA,"Electric Generators, Independent Power Producers",Other Biomass,"68,143"
2019,5,MA,"Electric Generators, Independent Power Producers",Wind,"11,583"
2019,5,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"11,294"
2019,5,MA,"Electric Generators, Electric Utilities",Total,"41,310"
2019,5,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"23,587"
2019,5,MA,"Electric Generators, Electric Utilities",Natural Gas,"2,795"
2019,5,MA,"Electric Generators, Electric Utilities",Other,0
2019,5,MA,"Electric Generators, Electric Utilities",Petroleum,673
2019,5,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"9,505"
2019,5,MA,"Electric Generators, Electric Utilities",Wind,"4,750"
2019,6,MA,Total Electric Power Industry,Total,"1,478,814"
2019,6,MA,Total Electric Power Industry,Coal,0
2019,6,MA,Total Electric Power Industry,Pumped Storage,"-32,029"
2019,6,MA,Total Electric Power Industry,Hydroelectric Conventional,"90,238"
2019,6,MA,Total Electric Power Industry,Natural Gas,"1,120,992"
2019,6,MA,Total Electric Power Industry,Other,"68,608"
2019,6,MA,Total Electric Power Industry,Petroleum,"2,361"
2019,6,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"128,136"
2019,6,MA,Total Electric Power Industry,Other Biomass,"70,921"
2019,6,MA,Total Electric Power Industry,Wind,"19,230"
2019,6,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"10,357"
2019,6,MA,"Combined Heat and Power, Industrial Power",Total,"19,402"
2019,6,MA,"Combined Heat and Power, Industrial Power",Coal,0
2019,6,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"18,384"
2019,6,MA,"Combined Heat and Power, Industrial Power",Other,0
2019,6,MA,"Combined Heat and Power, Industrial Power",Petroleum,0
2019,6,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,615
2019,6,MA,"Combined Heat and Power, Industrial Power",Wind,403
2019,6,MA,"Combined Heat and Power, Commercial Power",Total,"53,279"
2019,6,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,428
2019,6,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"48,072"
2019,6,MA,"Combined Heat and Power, Commercial Power",Petroleum,475
2019,6,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,819
2019,6,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"2,350"
2019,6,MA,"Combined Heat and Power, Commercial Power",Wind,"1,136"
2019,6,MA,"Combined Heat and Power, Electric Power",Total,"156,611"
2019,6,MA,"Combined Heat and Power, Electric Power",Natural Gas,"156,610"
2019,6,MA,"Combined Heat and Power, Electric Power",Petroleum,1
2019,6,MA,"Electric Generators, Independent Power Producers",Total,"1,204,747"
2019,6,MA,"Electric Generators, Independent Power Producers",Coal,0
2019,6,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-32,029"
2019,6,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"68,238"
2019,6,MA,"Electric Generators, Independent Power Producers",Natural Gas,"890,512"
2019,6,MA,"Electric Generators, Independent Power Producers",Other,"68,608"
2019,6,MA,"Electric Generators, Independent Power Producers",Petroleum,"1,089"
2019,6,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"116,485"
2019,6,MA,"Electric Generators, Independent Power Producers",Other Biomass,"68,572"
2019,6,MA,"Electric Generators, Independent Power Producers",Wind,"12,916"
2019,6,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"10,357"
2019,6,MA,"Electric Generators, Electric Utilities",Total,"44,775"
2019,6,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"21,572"
2019,6,MA,"Electric Generators, Electric Utilities",Natural Gas,"7,415"
2019,6,MA,"Electric Generators, Electric Utilities",Other,0
2019,6,MA,"Electric Generators, Electric Utilities",Petroleum,796
2019,6,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"10,217"
2019,6,MA,"Electric Generators, Electric Utilities",Wind,"4,775"
2019,7,MA,Total Electric Power Industry,Total,"2,531,252"
2019,7,MA,Total Electric Power Industry,Coal,0
2019,7,MA,Total Electric Power Industry,Pumped Storage,"-53,229"
2019,7,MA,Total Electric Power Industry,Hydroelectric Conventional,"95,761"
2019,7,MA,Total Electric Power Industry,Natural Gas,"2,150,339"
2019,7,MA,Total Electric Power Industry,Other,"74,121"
2019,7,MA,Total Electric Power Industry,Petroleum,"24,679"
2019,7,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"137,791"
2019,7,MA,Total Electric Power Industry,Other Biomass,"75,561"
2019,7,MA,Total Electric Power Industry,Wind,"15,221"
2019,7,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"11,008"
2019,7,MA,"Combined Heat and Power, Industrial Power",Total,"23,581"
2019,7,MA,"Combined Heat and Power, Industrial Power",Coal,0
2019,7,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"22,616"
2019,7,MA,"Combined Heat and Power, Industrial Power",Other,0
2019,7,MA,"Combined Heat and Power, Industrial Power",Petroleum,0
2019,7,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,668
2019,7,MA,"Combined Heat and Power, Industrial Power",Wind,297
2019,7,MA,"Combined Heat and Power, Commercial Power",Total,"65,031"
2019,7,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,476
2019,7,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"59,587"
2019,7,MA,"Combined Heat and Power, Commercial Power",Petroleum,"1,046"
2019,7,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,869
2019,7,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"2,124"
2019,7,MA,"Combined Heat and Power, Commercial Power",Wind,929
2019,7,MA,"Combined Heat and Power, Electric Power",Total,"152,031"
2019,7,MA,"Combined Heat and Power, Electric Power",Natural Gas,"151,928"
2019,7,MA,"Combined Heat and Power, Electric Power",Petroleum,102
2019,7,MA,"Electric Generators, Independent Power Producers",Total,"2,195,391"
2019,7,MA,"Electric Generators, Independent Power Producers",Coal,0
2019,7,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-53,229"
2019,7,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"71,419"
2019,7,MA,"Electric Generators, Independent Power Producers",Natural Gas,"1,860,719"
2019,7,MA,"Electric Generators, Independent Power Producers",Other,"74,121"
2019,7,MA,"Electric Generators, Independent Power Producers",Petroleum,"22,250"
2019,7,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"125,520"
2019,7,MA,"Electric Generators, Independent Power Producers",Other Biomass,"73,437"
2019,7,MA,"Electric Generators, Independent Power Producers",Wind,"10,146"
2019,7,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"11,008"
2019,7,MA,"Electric Generators, Electric Utilities",Total,"95,218"
2019,7,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"23,865"
2019,7,MA,"Electric Generators, Electric Utilities",Natural Gas,"55,489"
2019,7,MA,"Electric Generators, Electric Utilities",Other,0
2019,7,MA,"Electric Generators, Electric Utilities",Petroleum,"1,281"
2019,7,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"10,733"
2019,7,MA,"Electric Generators, Electric Utilities",Wind,"3,850"
2019,8,MA,Total Electric Power Industry,Total,"1,989,354"
2019,8,MA,Total Electric Power Industry,Coal,0
2019,8,MA,Total Electric Power Industry,Pumped Storage,"-42,616"
2019,8,MA,Total Electric Power Industry,Hydroelectric Conventional,"74,731"
2019,8,MA,Total Electric Power Industry,Natural Gas,"1,628,833"
2019,8,MA,Total Electric Power Industry,Other,"82,758"
2019,8,MA,Total Electric Power Industry,Petroleum,"12,399"
2019,8,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"127,340"
2019,8,MA,Total Electric Power Industry,Other Biomass,"82,224"
2019,8,MA,Total Electric Power Industry,Wind,"13,146"
2019,8,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"10,539"
2019,8,MA,"Combined Heat and Power, Industrial Power",Total,"24,028"
2019,8,MA,"Combined Heat and Power, Industrial Power",Coal,0
2019,8,MA,"Combined Heat and Power, Industrial Power",Natural Gas,"23,359"
2019,8,MA,"Combined Heat and Power, Industrial Power",Other,0
2019,8,MA,"Combined Heat and Power, Industrial Power",Petroleum,0
2019,8,MA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,447
2019,8,MA,"Combined Heat and Power, Industrial Power",Wind,222
2019,8,MA,"Combined Heat and Power, Commercial Power",Total,"71,442"
2019,8,MA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,96
2019,8,MA,"Combined Heat and Power, Commercial Power",Natural Gas,"61,426"
2019,8,MA,"Combined Heat and Power, Commercial Power",Petroleum,"6,146"
2019,8,MA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,810
2019,8,MA,"Combined Heat and Power, Commercial Power",Other Biomass,"1,760"
2019,8,MA,"Combined Heat and Power, Commercial Power",Wind,"1,205"
2019,8,MA,"Combined Heat and Power, Electric Power",Total,"181,980"
2019,8,MA,"Combined Heat and Power, Electric Power",Natural Gas,"181,948"
2019,8,MA,"Combined Heat and Power, Electric Power",Petroleum,32
2019,8,MA,"Electric Generators, Independent Power Producers",Total,"1,650,990"
2019,8,MA,"Electric Generators, Independent Power Producers",Coal,0
2019,8,MA,"Electric Generators, Independent Power Producers",Pumped Storage,"-42,616"
2019,8,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"57,537"
2019,8,MA,"Electric Generators, Independent Power Producers",Natural Gas,"1,332,772"
2019,8,MA,"Electric Generators, Independent Power Producers",Other,"82,758"
2019,8,MA,"Electric Generators, Independent Power Producers",Petroleum,"5,168"
2019,8,MA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"115,957"
2019,8,MA,"Electric Generators, Independent Power Producers",Other Biomass,"80,465"
2019,8,MA,"Electric Generators, Independent Power Producers",Wind,"8,410"
2019,8,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"10,539"
2019,8,MA,"Electric Generators, Electric Utilities",Total,"60,914"
2019,8,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"17,098"
2019,8,MA,"Electric Generators, Electric Utilities",Natural Gas,"29,329"
2019,8,MA,"Electric Generators, Electric Utilities",Other,0
2019,8,MA,"Electric Generators, Electric Utilities",Petroleum,"1,053"
2019,8,MA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"10,126"
2019,8,MA,"Electric Generators, Electric Utilities",Wind,"3,308"
2019,9,MA,Total Electric Power Industry,Total,"1,493,400"
2019,9,MA,Total Electric Power Industry,Coal,0
2019,9,MA,Total Electric Power Industry,Pumped Storage,"-39,773"
2019,9,MA,Total Electric Power Industry,Hydroelectric Conventional,"64,546"
2019,9,MA,Total Electric Power Industry,Natural Gas,"1,172,477"
2019,9,MA,Total Electric Power Industry,Other,"79,418"
2019,9,MA,Total Electric Power Industry,Petroleum,"3,158"
2019,9,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"108,937"
